trzy,trzy,NUM,333
jakby,jakby,PART,332
informacji,informacja,NOUN,330
długo,długo,ADV,327
nadal,nadal,ADV,326
wiedzieć,wiedzieć,VERB,326
czemu,co,PRON,323
wcześniej,wcześnie,ADV,323
swojego,swój,DET,322
dalej,daleko,ADV,321
jednym,jeden,ADJ,320
świecie,świat,NOUN,320
dość,dość,PART,317
mojego,mój,DET,317
celu,cel,NOUN,314
takiego,taki,DET,312
część,część,NOUN,311
nasz,nasz,DET,309
pieniądze,pieniądz,NOUN,306
kiedyś,kiedyś,ADV,306
dwie,dwa,NUM,305
stronie,strona,NOUN,304
którą,który,DET,303
ponieważ,ponieważ,SCONJ,303
takim,taki,DET,302
wciąż,wciąż,ADV,302
czasem,czas,NOUN,301
części,część,NOUN,299
jakości,jakość,NOUN,297
między,między,ADP,297
istnieje,istnieć,VERB,296
później,późno,ADV,295
sama,sam,ADJ,294
niech,niech,AUX,294
wybrać,wybrać,VERB,293
mną,ja,PRON,293
zobaczyć,zobaczyć,VERB,293
której,który,DET,292
coraz,coraz,ADV,288
kobiety,kobieta,NOUN,288
rok,rok,NOUN,287
różnych,różny,ADJ,285
przede,przed,ADP,284
człowiek,człowiek,NOUN,283
kilku,kilka,DET,283
koniec,koniec,NOUN,283
dokładnie,dokładnie,PART,283
danych,dane,NOUN,282
wie,wiedzieć,VERB,281
zanim,zanim,SCONJ,281
pierwsze,pierwszy,ADJ,278
pracę,praca,NOUN,277
najlepiej,dobrze,ADV,275
wody,woda,NOUN,275
myśli,myśl,NOUN,275
prawo,prawo,NOUN,275
byli,być,AUX,274
świat,świat,NOUN,274
możliwości,możliwość,NOUN,274
moją,mój,DET,273
cóż,cóż,PRON,272
zmiany,zmiana,NOUN,271
kogoś,ktoś,PRON,270
pomoc,pomoc,NOUN,270
pomóc,pomóc,VERB,269
została,zostać,AUX,268
jedna,jeden,ADJ,266
powodu,powód,NOUN,265
poniżej,poniżej,ADP,264
zatem,zatem,SCONJ,264
pytanie,pytanie,NOUN,263
znaczy,znaczyć,VERB,263
brak,brak,NOUN,263
którego,który,DET,263
twoja,twój,DET,263
działa,działać,VERB,261
każdej,każdy,DET,260
czegoś,coś,PRON,259
zostanie,zostać,AUX,258
jedną,jeden,ADJ,257
możliwe,możliwy,ADJ,257
wydaje,wydawać,VERB,257
dopiero,dopiero,PART,255
świata,świat,NOUN,254
żadnych,żaden,DET,250
zależy,zależeć,VERB,250
pomysł,pomysł,NOUN,249
wystarczy,wystarczyć,VERB,249
raczej,raczej,PART,248
mniej,mniej,DET,247
udział,udział,NOUN,247
skąd,skąd,ADV,247
pomocy,pomoc,NOUN,247
innego,inny,ADJ,246
naszą,nasz,DET,245
wam,wy,PRON,243
jedynie,jedynie,PART,242
szkoły,szkoła,NOUN,242
widać,widać,VERB,242
mówi,mówić,VERB,241
prawie,prawie,PART,241
znajduje,znajdować,VERB,241
ogóle,ogół,NOUN,240
nasza,nasz,DET,240
początku,początek,NOUN,240
dziękuję,dziękować,VERB,239
kraju,kraj,NOUN,239
myślisz,myśleć,VERB,239
większość,większość,NOUN,238
zostały,zostać,AUX,237
mógł,móc,VERB,237
robi,robić,VERB,237
jedno,jedno,NOUN,237
książki,książka,NOUN,237
lubię,lubić,VERB,236
szczególnie,szczególnie,PART,235
dom,dom,NOUN,235
da,dać,VERB,234
powinien,powinien,VERB,234
człowieka,człowiek,NOUN,234
sytuacji,sytuacja,NOUN,234
tobą,ty,PRON,234
miała,mieć,VERB,233
inaczej,inaczej,ADV,232
jednego,jeden,ADJ,232
choć,choć,SCONJ,230
nimi,on,PRON,230
oznacza,oznaczać,VERB,230
końca,koniec,NOUN,229
obecnie,obecnie,ADV,227
szczęście,szczęście,NOUN,227
chwili,chwila,NOUN,226
taką,taki,DET,225
skóry,skóra,NOUN,225
nowych,nowy,ADJ,225
działania,działanie,NOUN,224
jaka,jaki,DET,224
chwilę,chwila,NOUN,224
serdecznie,serdecznie,ADV,224
miasta,miasto,NOUN,222
następnie,następnie,ADV,222
takiej,taki,DET,222
moich,mój,DET,220
inny,inny,ADJ,219
posiada,posiadać,VERB,219
rodzaju,rodzaj,NOUN,219
stało,stać,VERB,219
każda,każdy,DET,218
pana,pan,NOUN,218
praca,praca,NOUN,218
ciała,ciało,NOUN,217
klientów,klient,NOUN,217
dzieje,dziać,VERB,217
drzwi,drzwi,NOUN,216
kupić,kupić,VERB,216
produkt,produkt,NOUN,216
problem,problem,NOUN,216
rzecz,rzecz,NOUN,215
nowy,nowy,ADJ,215
produktów,produkt,NOUN,215
dane,dane,NOUN,214
mimo,mimo,ADP,214
problemy,problem,NOUN,213
razy,raz,NOUN,213
znowu,znowu,PART,213
innym,inny,ADJ,212
zupełnie,zupełnie,ADV,211
lata,rok,NOUN,210
trudno,trudno,ADV,210
łatwo,łatwo,ADV,209
gry,gra,NOUN,209
miałem,mieć,VERB,209
różne,różny,ADJ,208
pytania,pytanie,NOUN,208
zarówno,zarówno,PART,207
oczy,oko,NOUN,206
całą,cały,ADJ,206
mało,mało,DET,206
produkty,produkt,NOUN,205
całe,cały,ADJ,205
widzę,widzieć,VERB,205
ceny,cena,NOUN,203
pieniędzy,pieniądz,NOUN,203
najlepsze,dobry,ADJ,202
daje,dawać,VERB,201
rynku,rynek,NOUN,201
przynajmniej,przynajmniej,PART,201
czasami,czas,NOUN,200
rodziny,rodzina,NOUN,200
prawa,prawo,NOUN,200
udało,udać,VERB,199
powinniśmy,powinien,VERB,198
usługi,usługa,NOUN,197
powinno,powinien,VERB,197
prosimy,prosić,VERB,197
jakość,jakość,NOUN,197
stronę,strona,NOUN,197
jaką,jaki,DET,196
kolejne,kolejny,ADJ,195
jutro,jutro,ADV,194
słowa,słowo,NOUN,194
kobieta,kobieta,NOUN,193
macie,mieć,VERB,192
przepraszam,przepraszać,VERB,192
stąd,stąd,ADV,192
zdjęć,zdjęcie,NOUN,192
gdzieś,gdzieś,ADV,192
pomocą,pomoc,NOUN,192
dostępne,dostępny,ADJ,191
ciągle,ciągle,ADV,189
ciekawe,ciekawy,ADJ,189
mówić,mówić,VERB,189
usług,usługa,NOUN,189
duże,duży,ADJ,189
nocy,noc,NOUN,189
pokoju,pokój,NOUN,187
właściwie,właściwie,PART,187
kolejny,kolejny,ADJ,187
według,według,ADP,187
zakresie,zakres,NOUN,187
zmienić,zmienić,VERB,186
najpierw,najpierw,ADV,184
typu,typ,NOUN,184
bądź,być,AUX,184
chcą,chcieć,VERB,183
kobiet,kobieta,NOUN,183
samym,sam,ADJ,183
sprawy,sprawa,NOUN,183
wiemy,wiedzieć,VERB,183
zaraz,zaraz,ADV,183
iść,iść,VERB,182
spotkanie,spotkanie,NOUN,182
dziękujemy,dziękować,VERB,182
ojciec,ojciec,NOUN,182
powiedział,powiedzieć,VERB,182
jakim,jaki,DET,180
zwykle,zwykle,ADV,180
całkowicie,całkowicie,ADV,179
chcemy,chcieć,VERB,179
książka,książka,NOUN,179
niczego,nic,PRON,179
wśród,wśród,ADP,179
odpowiedzi,odpowiedź,NOUN,179
wybór,wybór,NOUN,179
kolor,kolor,NOUN,178
miałam,mieć,VERB,178
pozwala,pozwalać,VERB,178
sami,sam,ADJ,178
super,super,ADV,178
kogo,kto,PRON,177
skoro,skoro,SCONJ,177
samego,sam,ADJ,177
wraz,wraz,ADV,177
sprawdź,sprawdzić,VERB,177
chociaż,chociaż,SCONJ,176
lecz,lecz,CCONJ,176
małe,mały,ADJ,176
czuję,czuć,VERB,175
ilość,ilość,NOUN,175
świetnie,świetnie,ADV,175
nowego,nowy,ADJ,174
jednej,jeden,ADJ,174
samochód,samochód,NOUN,174
twoim,twój,DET,174
porządku,porządek,NOUN,173
sprawa,sprawa,NOUN,173
klienta,klient,NOUN,172
chciał,chcieć,VERB,172
tobie,ty,PRON,172
badania,badanie,NOUN,172
razu,raz,NOUN,172
głowy,głowa,NOUN,171
ostatnio,ostatnio,ADV,171
oto,oto,VERB,170
trakcie,trakt,NOUN,170
miłość,miłość,NOUN,169
historii,historia,NOUN,168
innymi,inny,ADJ,168
podoba,podobać,VERB,168
polecam,polecać,VERB,168
ciało,ciało,NOUN,168
zostać,zostać,VERB,168
chciałbym,chcieć,VERB,167
krwi,krew,NOUN,167
zostało,zostać,AUX,167
wymaga,wymagać,VERB,166
sprawdzić,sprawdzić,VERB,165
możecie,móc,VERB,165
znów,znów,PART,165
projektu,projekt,NOUN,164
rozwoju,rozwój,NOUN,164
spotkania,spotkanie,NOUN,164
bezpieczeństwa,bezpieczeństwo,NOUN,164
niektóre,niektóry,DET,164
pewnością,pewność,NOUN,163
serca,serce,NOUN,163
powiedz,powiedzieć,VERB,163
cena,cena,NOUN,162
oferty,oferta,NOUN,162
sporo,sporo,DET,162
włosów,włos,NOUN,162
żadnego,żaden,DET,162
góry,góra,NOUN,161
myślałem,myśleć,VERB,161
trzech,trzy,NUM,161
drugiej,drugi,ADJ,160
noc,noc,NOUN,160
sprawę,sprawa,NOUN,160
warunki,warunki,NOUN,160
jednocześnie,jednocześnie,ADV,159
natomiast,natomiast,CCONJ,159
znacznie,znacznie,ADV,159
chciałem,chcieć,VERB,158
gra,gra,NOUN,158
jakoś,jakoś,ADV,158
znam,znać,VERB,158
nieco,nieco,ADV,158
rodziców,rodzic,NOUN,158
źle,źle,ADV,158
najczęściej,często,ADV,157
wyłącznie,wyłącznie,ADV,157
zdecydowanie,zdecydowanie,PART,157
pełni,pełnia,NOUN,157
żyć,żyć,VERB,157
kim,kto,PRON,156
piękne,piękny,ADJ,156
rozwiązanie,rozwiązanie,NOUN,156
wszystkiego,wszystko,PRON,156
względu,wzgląd,NOUN,156
drodze,droga,NOUN,156
zacząć,zacząć,VERB,156
całkiem,całkiem,ADV,155
projekt,projekt,NOUN,155
twojej,twój,DET,154
firma,firma,NOUN,154
potrzeby,potrzeba,NOUN,154
problemów,problem,NOUN,154
pracowników,pracownik,NOUN,153
jakich,jaki,DET,153
mieli,mieć,VERB,153
umiejętności,umiejętność,NOUN,153
zawiera,zawierać,VERB,153
chętnie,chętnie,ADV,152
wiadomo,wiadomo,VERB,152
całym,cały,ADJ,152
osoba,osoba,NOUN,152
pierwszym,pierwszy,ADJ,152
dać,dać,VERB,152
kontakt,kontakt,NOUN,152
kuchni,kuchnia,NOUN,152
najważniejsze,ważny,ADJ,152
całego,cały,ADJ,151
poprzez,poprzez,ADP,151
potrzebuje,potrzebować,VERB,151
wieku,wiek,NOUN,151
daj,dać,VERB,150
dotyczy,dotyczyć,VERB,150
twojego,twój,DET,150
dobrym,dobry,ADJ,150
włosy,włos,NOUN,149
wyniki,wynik,NOUN,149
materiałów,materiał,NOUN,149
zmian,zmiana,NOUN,149
związane,związać,ADJ,149
proces,proces,NOUN,148
przygotować,przygotować,VERB,148
zapraszam,zapraszać,VERB,148
ponownie,ponownie,ADV,148
realizacji,realizacja,NOUN,148
znajdziesz,znaleźć,VERB,148
energii,energia,NOUN,147
samochodu,samochód,NOUN,147
sprzedaży,sprzedaż,NOUN,147
zostaną,zostać,AUX,147
dotyczące,dotyczyć,ADJ,147
zazwyczaj,zazwyczaj,ADV,147
dodatkowo,dodatkowo,ADV,146
poziom,poziom,NOUN,146
sprawie,sprawa,NOUN,146
zgodnie,zgodnie,ADV,146
zwłaszcza,zwłaszcza,PART,146
wysokiej,wysoki,ADJ,146
serce,serce,NOUN,146
zdjęcie,zdjęcie,NOUN,146
zdrowia,zdrowie,NOUN,145
współpracy,współpraca,NOUN,145
grupy,grupa,NOUN,144
twarzy,twarz,NOUN,144
wziąć,wziąć,VERB,144
latach,rok,NOUN,144
sieci,sieć,NOUN,144
cała,cały,ADJ,143
ciężko,ciężko,ADV,143
pamiętać,pamiętać,VERB,143
powinieneś,powinien,VERB,143
rano,rano,ADV,143
ręce,ręka,NOUN,143
wczoraj,wczoraj,ADV,143
widziałem,widzieć,VERB,143
własne,własny,ADJ,143
dodać,dodać,VERB,142
doświadczenie,doświadczenie,NOUN,142
związku,związek,NOUN,142
pierwszej,pierwszy,ADJ,142
znaczenie,znaczenie,NOUN,142
zobacz,zobaczyć,VERB,142
odpowiedź,odpowiedź,NOUN,141
twoją,twój,DET,141
drugi,drugi,ADJ,141
śmierci,śmierć,NOUN,141
wy,wy,PRON,141
cztery,cztery,NUM,141
mocno,mocno,ADV,141
rodzice,rodzic,NOUN,141
zaczyna,zaczynać,VERB,141
zamiast,zamiast,ADP,141
mogli,móc,VERB,140
rozwój,rozwój,NOUN,140
zajęcia,zajęcia,NOUN,140
wkrótce,wkrótce,ADV,139
pół,pół,NUM,139
okazji,okazja,NOUN,139
musiał,musieć,VERB,138
parę,parę,DET,138
przyszłości,przyszłość,NOUN,138
czymś,coś,PRON,138
mały,mały,ADJ,138
miasto,miasto,NOUN,138
zasady,zasada,NOUN,138
jesteście,być,AUX,137
prace,praca,NOUN,137
muszą,musieć,VERB,137
ciągu,ciąg,NOUN,136
wpływ,wpływ,NOUN,136
potrzebujesz,potrzebować,VERB,136
momencie,moment,NOUN,136
niezwykle,niezwykle,ADV,136
potrzebne,potrzebny,ADJ,136
całej,cały,ADJ,135
proste,prosty,ADJ,135
ciąży,ciąża,NOUN,135
efekt,efekt,NOUN,135
historia,historia,NOUN,135
drogi,droga,NOUN,134
pierwsza,pierwszy,ADJ,134
inni,inny,NOUN,134
wcale,wcale,ADV,134
przykład,przykład,NOUN,134
mówię,mówić,VERB,133
śmierć,śmierć,NOUN,133
zdaniem,zdanie,NOUN,133
zwrócić,zwrócić,VERB,133
oferujemy,oferować,VERB,133
pracować,pracować,VERB,133
uwagi,uwaga,NOUN,133
mieście,miasto,NOUN,132
szkoda,szkoda,VERB,132
zewnątrz,zewnątrz,ADV,132
pomaga,pomagać,VERB,131
wszelkie,wszelki,DET,131
wykonane,wykonać,ADJ,131
ponadto,ponadto,PART,131
uzyskać,uzyskać,VERB,131
mieszkania,mieszkanie,NOUN,131
telefon,telefon,NOUN,131
produkcji,produkcja,NOUN,130
system,system,NOUN,130
wartości,wartość,NOUN,130
chciałam,chcieć,VERB,130
potrzebuję,potrzebować,VERB,130
problemu,problem,NOUN,129
stary,stary,ADJ,129
znajdują,znajdować,VERB,129
ilości,ilość,NOUN,129
rozumiem,rozumieć,VERB,129
rozwiązania,rozwiązanie,NOUN,129
tydzień,tydzień,NOUN,129
wiedzą,wiedzieć,VERB,129
wyboru,wybór,NOUN,128
miłości,miłość,NOUN,128
prawdę,prawda,NOUN,128
skórę,skóra,NOUN,128
zamówienia,zamówienie,NOUN,128
kolorze,kolor,NOUN,127
prawdopodobnie,prawdopodobnie,PART,127
zapewnia,zapewniać,VERB,127
stać,stać,VERB,127
nikogo,nikt,PRON,126
budynku,budynek,NOUN,126
mieszkanie,mieszkanie,NOUN,126
umowy,umowa,NOUN,126
godziny,godzina,NOUN,126
najlepszy,dobry,ADJ,125
ojca,ojciec,NOUN,125
powinna,powinien,VERB,125
bezpieczeństwo,bezpieczeństwo,NOUN,125
głównie,głównie,PART,125
mówią,mówić,VERB,125
prezent,prezent,NOUN,125
stylu,styl,NOUN,125
zabić,zabić,VERB,125
dostać,dostać,VERB,124
natychmiast,natychmiast,ADV,124
powiem,powiedzieć,VERB,124
szukać,szukać,VERB,124
matka,matka,NOUN,124
celem,cel,NOUN,124
idealny,idealny,ADJ,124
pomiędzy,pomiędzy,ADP,124
środku,środek,NOUN,124
choroby,choroba,NOUN,123
dobrego,dobry,ADJ,123
każde,każdy,DET,123
obok,obok,ADP,123
podobnie,podobnie,ADV,123
systemu,system,NOUN,123
sytuacja,sytuacja,NOUN,123
wrażenie,wrażenie,NOUN,123
zrobił,zrobić,VERB,123
ostatni,ostatni,ADJ,123
tymi,ten,DET,123
urządzenia,urządzenie,NOUN,123
dostęp,dostęp,NOUN,122
stosować,stosować,VERB,122
szkole,szkoła,NOUN,122
widzisz,widzieć,VERB,122
koszty,koszt,NOUN,121
programu,program,NOUN,121
lepsze,dobry,ADJ,121
sprawia,sprawiać,VERB,121
stron,strona,NOUN,121
doskonale,doskonale,ADV,120
oprócz,oprócz,ADP,120
pytań,pytanie,NOUN,120
skorzystać,skorzystać,VERB,120
strona,strona,NOUN,120
dopóki,dopóki,SCONJ,120
produktu,produkt,NOUN,120
przyszłość,przyszłość,NOUN,120
trwa,trwać,VERB,120
wokół,wokół,ADP,120
duży,duży,ADJ,119
pewne,pewien,DET,119
polega,polegać,VERB,119
obu,oba,DET,119
terenie,teren,NOUN,119
formie,forma,NOUN,119
mama,mama,NOUN,119
postaci,postać,NOUN,119
potrzeb,potrzeba,NOUN,119
uda,udać,VERB,119
potrafi,potrafić,VERB,118
poznać,poznać,VERB,118
twarz,twarz,NOUN,118
wykorzystać,wykorzystać,VERB,118
każdą,każdy,DET,118
mogła,móc,VERB,118
robią,robić,VERB,118
działalności,działalność,NOUN,117
elementy,element,NOUN,117
początek,początek,NOUN,117
działanie,działać,NOUN,116
nowa,nowy,ADJ,116
zabrać,zabrać,VERB,116
prac,praca,NOUN,116
buty,but,NOUN,116
pewien,pewien,DET,116
znać,znać,VERB,116
codziennie,codziennie,ADV,115
ziemi,ziemia,NOUN,115
dobrą,dobry,ADJ,115
korzystać,korzystać,VERB,115
niektórych,niektóry,DET,115
robisz,robić,VERB,115
wszędzie,wszędzie,ADV,115
bowiem,bowiem,SCONJ,114
ból,ból,NOUN,114
brakuje,brakować,VERB,114
idzie,iść,VERB,114
organizacji,organizacja,NOUN,114
pamiętam,pamiętać,VERB,114
ważna,ważny,ADJ,114
wobec,wobec,ADP,114
czeka,czekać,VERB,114
okres,okres,NOUN,114
pory,pora,NOUN,114
uważam,uważać,VERB,114
miejsc,miejsce,NOUN,114
osobiście,osobiście,ADV,114
zabawy,zabawa,NOUN,114
jazdy,jazda,NOUN,113
niemal,niemal,PART,113
podstawie,podstawa,NOUN,113
wrócić,wrócić,VERB,113
mężczyzna,mężczyzna,NOUN,113
niektórzy,niektóry,DET,113
sprzęt,sprzęt,NOUN,113
gości,gość,NOUN,112
poziomie,poziom,NOUN,112
tygodniu,tydzień,NOUN,112
uczniów,uczeń,NOUN,112
cel,cel,NOUN,112
cenę,cena,NOUN,112
dobrej,dobry,ADJ,112
dziewczyna,dziewczyna,NOUN,112
hej,hej,INTJ,112
numer,numer,NOUN,112
słów,słowo,NOUN,112
szkolenia,szkolenie,NOUN,112
udziału,udział,NOUN,112
lubi,lubić,VERB,111
pokój,pokój,NOUN,111
sklepie,sklep,NOUN,111
wiedzy,wiedza,NOUN,111
żadnej,żaden,DET,111
głowie,głowa,NOUN,111
mówisz,mówić,VERB,111
wiadomości,wiadomość,NOUN,111
własnej,własny,ADJ,111
zmienia,zmieniać,VERB,111
jakiego,jaki,DET,110
ostatnie,ostatni,ADJ,110
jeść,jeść,VERB,110
prowadzi,prowadzić,VERB,110
droga,droga,NOUN,109
jakąś,jakiś,DET,109
mieliśmy,mieć,VERB,109
program,program,NOUN,109
pięć,pięć,NUM,109
decyzji,decyzja,NOUN,109
drugie,drugi,ADJ,109
mówiąc,mówić,VERB,109
rodzina,rodzina,NOUN,109
broń,bronić,NOUN,108
cokolwiek,cokolwiek,PRON,108
staje,stawać,VERB,108
wówczas,wówczas,ADV,108
zapach,zapach,NOUN,108
dziewczyny,dziewczyna,NOUN,107
lekarza,lekarz,NOUN,107
nadaje,nadawać,VERB,107
one,on,PRON,107
podróży,podróż,NOUN,107
trudne,trudny,ADJ,107
zespół,zespół,NOUN,107
godzin,godzina,NOUN,107
idealnie,idealnie,ADV,107
konieczne,konieczny,ADJ,107
minut,minuta,NOUN,107
niewiele,niewiele,ADV,107
używać,używać,VERB,107
wolno,wolno,VERB,107
wygląd,wygląd,NOUN,107
cieszę,cieszyć,VERB,106
dużą,duży,ADJ,106
efekty,efekt,NOUN,106
karty,karta,NOUN,106
nagle,nagle,ADV,106
panie,pan,NOUN,106
wieczorem,wieczór,NOUN,106
chciałabym,chcieć,VERB,106
daleko,daleko,ADV,106
